USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23064 13992 ?        Ss   18:12   0:02 /sbin/init splash
root          37  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/6]
root          39  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/6:0H-kblockd]
root          40  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/8]
root          41  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/8]
root          42  0.0  0.0      0     0 ?        S    18:12   0:02 [migration/8]
root          43  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/8]
root          45  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/8:0H-kblockd]
root          46  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/10]
root          47  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/10]
root          48  0.0  0.0      0     0 ?        S    18:12   0:01 [migration/10]
root          49  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/10]
root          51  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/10:0H-i915_cleanup]
root          52  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/12]
root          53  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/12]
root          54  0.0  0.0      0     0 ?        S    18:12   0:07 [migration/12]
root          55  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/12]
root          57  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/12:0H-kblockd]
root          58  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/13]
root          59  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/13]
root          60  0.0  0.0      0     0 ?        S    18:12   0:04 [migration/13]
root          61  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/13]
root          63  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/13:0H-kblockd]
root          64  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/14]
root          65  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/14]
root          66  0.0  0.0      0     0 ?        S    18:12   0:03 [migration/14]
root          67  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/14]
root          69  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/14:0H-kblockd]
root          70  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/15]
root          71  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/15]
root          72  0.0  0.0      0     0 ?        S    18:12   0:02 [migration/15]
root          73  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/15]
root          75  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/15:0H-kblockd]
root          76  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/1]
root          77  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/1]
root          78  0.0  0.0      0     0 ?        S    18:12   0:00 [migration/1]
root          79  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/1]
root          81  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/1:0H-kblockd]
root          82  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/3]
root          83  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/3]
root          84  0.0  0.0      0     0 ?        S    18:12   0:00 [migration/3]
root          85  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/3]
root          87  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/3:0H-kblockd]
root          88  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/5]
root          89  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/5]
root          90  0.0  0.0      0     0 ?        S    18:12   0:00 [migration/5]
root          91  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/5]
root          93  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/5:0H-kblockd]
root          94  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/7]
root          95  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/7]
root          96  0.0  0.0      0     0 ?        S    18:12   0:00 [migration/7]
root          97  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/7]
root          99  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/7:0H-kblockd]
root         100  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/9]
root         101  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/9]
root         102  0.0  0.0      0     0 ?        S    18:12   0:00 [migration/9]
root         103  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/9]
root         105  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/9:0H-kblockd]
root         106  0.0  0.0      0     0 ?        S    18:12   0:00 [cpuhp/11]
root         107  0.0  0.0      0     0 ?        S    18:12   0:00 [idle_inject/11]
root         108  0.0  0.0      0     0 ?        S    18:12   0:00 [migration/11]
root         109  0.0  0.0      0     0 ?        S    18:12   0:00 [ksoftirqd/11]
root         111  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/11:0H-i915_cleanup]
root         112  0.0  0.0      0     0 ?        S    18:12   0:00 [kdevtmpfs]
root         113  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-inet_frag_wq]
root         114  0.0  0.0      0     0 ?        I    18:12   0:00 [rcu_tasks_kthread]
root         115  0.0  0.0      0     0 ?        I    18:12   0:00 [rcu_tasks_rude_kthread]
root         116  0.0  0.0      0     0 ?        S    18:12   0:00 [kauditd]
root         117  0.0  0.0      0     0 ?        S    18:12   0:00 [khungtaskd]
root         118  0.0  0.0      0     0 ?        S    18:12   0:00 [oom_reaper]
root         121  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-writeback]
root         122  0.0  0.0      0     0 ?        S    18:12   0:00 [kcompactd0]
root         123  0.0  0.0      0     0 ?        SN   18:12   0:00 [ksmd]
root         124  0.0  0.0      0     0 ?        SN   18:12   0:00 [khugepaged]
root         125  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-kblockd]
root         126  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-blkcg_punt_bio]
root         127  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-kintegrityd]
root         129  0.0  0.0      0     0 ?        S    18:12   0:03 [irq/9-acpi]
root         132  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-tpm_dev_wq]
root         133  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-ata_sff]
root         134  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-md_bitmap]
root         135  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-md_llbitmap_io]
root         136  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-md_llbitmap_unplug]
root         137  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-edac-poller]
root         138  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-devfreq_wq]
root         140  0.0  0.0      0     0 ?        S    18:12   0:00 [watchdogd]
root         142  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-quota_events_unbound]
root         143  0.0  0.0      0     0 ?        S    18:12   0:00 [kswapd0]
root         144  0.0  0.0      0     0 ?        S    18:12   0:00 [ecryptfs-kthread]
root         145  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-kthrotld]
root         146  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-acpi_thermal_pm]
root         149  0.0  0.0      0     0 ?        S    18:12   0:00 [hwrng]
root         151  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-hfi-updates]
root         152  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-mld]
root         153  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-ipv6_addrconf]
root         154  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-kstrp]
root         159  0.0  0.0      0     0 ?        I    18:12   0:00 [kworker/9:1-mm_percpu_wq]
root         162  0.0  0.0      0     0 ?        I    18:12   0:00 [kworker/11:1-mm_percpu_wq]
root         176  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-charger_manager]
root         254  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-sdhci]
root         258  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-nvme-wq]
root         259  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-nvme-reset-wq]
root         261  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-nvme-delete-wq]
root         262  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-nvme-auth-wq]
root         263  0.1  0.0      0     0 ?        S    18:12   0:25 [irq/142-ELAN06FA:00]
root         265  0.0  0.0      0     0 ?        I    18:12   0:00 [kworker/1:2-mm_percpu_wq]
root         266  0.0  0.0      0     0 ?        S    18:12   0:00 [spi0]
root         302  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/12:1H-i915_cleanup]
root         304  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-USBC000:00-con1]
root         305  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/7:1H-i915_cleanup]
root         324  0.0  0.0      0     0 ?        S    18:12   0:01 [jbd2/nvme0n1p5-8]
root         325  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-ext4-rsv-conversion]
root         377  0.0  0.1  50872 19456 ?        S<s  18:12   0:00 /usr/lib/systemd/systemd-journald
root         408  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/4:1H-i915_cleanup]
root         409  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/13:1H-i915_cleanup]
root         410  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/15:1H-i915_cleanup]
root         431  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/5:1H-i915_cleanup]
root         433  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/6:1H-i915_cleanup]
root         434  0.0  0.0  30640  8400 ?        Ss   18:12   0:06 /usr/lib/systemd/systemd-udevd
root         439  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/9:1H-i915_cleanup]
root         441  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/8:1H-i915_cleanup]
root         447  0.0  0.0      0     0 ?        S    18:12   0:00 [psimon]
root         519  0.0  0.0      0     0 ?        S    18:12   0:00 [irq/16-processor_thermal_device_pci]
root         524  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-cfg80211]
systemd+     698  0.0  0.0  17572  7828 ?        Ss   18:12   0:04 /usr/lib/systemd/systemd-oomd
systemd+     699  0.0  0.0  23216 14896 ?        Ss   18:12   0:02 /usr/lib/systemd/systemd-resolved
systemd+     700  0.0  0.0  91060  7932 ?        Ssl  18:12   0:00 /usr/lib/systemd/systemd-timesyncd
root         715  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/R-ttm]
root         728  0.0  0.0      0     0 ?        S    18:12   0:00 [card1-crtc0]
root         729  0.0  0.0      0     0 ?        S    18:12   0:00 [card1-crtc1]
root         730  0.0  0.0      0     0 ?        S    18:12   0:00 [card1-crtc2]
root         731  0.0  0.0      0     0 ?        S    18:12   0:00 [card1-crtc3]
avahi        741  5.5  0.0  15368 11420 ?        Ss   18:12  15:28 avahi-daemon: running [somyajit-saha-IdeaPad-Slim-3-15IRH8.local]
root         742  0.0  0.0  13796  7232 ?        Ss   18:12   0:00 /usr/libexec/bluetooth/bluetoothd
message+     743  0.0  0.0  12356  7560 ?        Ss   18:12   0:04 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gnome-r+     746  0.0  0.1 439208 16984 ?        Ssl  18:12   0:00 /usr/libexec/gnome-remote-desktop-daemon --system
polkitd      758  0.0  0.0 391008 12412 ?        Ssl  18:12   0:01 /usr/lib/polkit-1/polkitd --no-debug
root         765  0.0  0.0 315012  9728 ?        Ssl  18:12   0:00 /usr/libexec/accounts-daemon
root         767  0.0  0.0   9432  2884 ?        Ss   18:12   0:00 /usr/sbin/cron -f -P
root         768  0.0  0.0 309836  6796 ?        Ssl  18:12   0:00 /usr/libexec/switcheroo-control
root         770  0.0  0.0  18144  9360 ?        Ss   18:12   0:00 /usr/lib/systemd/systemd-logind
root         771  0.0  0.0 424928 10788 ?        Ssl  18:12   0:08 /usr/sbin/thermald --systemd --dbus-enable --adaptive
root         777  0.0  0.0 469300 14060 ?        Ssl  18:12   0:00 /usr/libexec/udisks2/udisksd
avahi        784  0.0  0.0   8488  1512 ?        S    18:12   0:00 avahi-daemon: chroot helper
root         803  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/14:1H-i915_cleanup]
syslog       817  0.0  0.0 222572  6556 ?        Ssl  18:12   0:00 /usr/sbin/rsyslogd -n -iNONE
root         841  0.0  0.0      0     0 ?        I<   18:12   0:02 [kworker/0:1H-i915_cleanup]
root         847  0.0  0.1 337432 20764 ?        Ssl  18:12   0:03 /usr/sbin/NetworkManager --no-daemon
root         848  0.0  0.0  18172 11700 ?        Ss   18:12   0:03 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root         864  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/10:1H-i915_cleanup]
root         870  0.0  0.0 318452 13196 ?        Ssl  18:12   0:00 /usr/sbin/ModemManager
root         890  1.5  0.0      0     0 ?        S    18:12   4:23 [irq/162-rtw89_pci]
root         959  0.0  0.1 324528 16124 ?        Ssl  18:12   0:07 /usr/libexec/upowerd
root         966  0.0  0.0      0     0 ?        I    18:12   0:01 [kworker/13:2-mm_percpu_wq]
root         984  0.0  0.0      0     0 ?        I    18:12   0:00 [kworker/3:2-mm_percpu_wq]
root        1053  0.0  0.0      0     0 ?        S    18:12   0:00 [psimon]
root        1058  0.0  0.0  38792 12544 ?        Ss   18:12   0:00 /usr/sbin/cupsd -l
redis       1065  0.1  0.0  67920 13732 ?        Ssl  18:12   0:23 /usr/bin/redis-server 127.0.0.1:6379
root        1068  0.0  0.1 112300 22924 ?        Ssl  18:12   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1079  0.1  0.2 2775264 43704 ?       Ssl  18:12   0:17 /usr/bin/containerd
root        1101  0.0  0.0 314820  9256 ?        Ssl  18:12   0:00 /usr/sbin/gdm3
postgres    1116  0.0  0.1 225476 30384 ?        Ss   18:12   0:00 /usr/lib/postgresql/16/bin/postgres -D /var/lib/postgresql/16/main -c config_file=/etc/postgresql/16/main/postgresql.conf
postgres    1127  0.0  0.0 225608  8556 ?        Ss   18:12   0:00 postgres: 16/main: checkpointer 
postgres    1128  0.0  0.0 225632  7396 ?        Ss   18:12   0:00 postgres: 16/main: background writer 
root        1132  0.0  0.1 218648 21964 ?        Ss   18:12   0:00 /usr/sbin/apache2 -k start
root        1134  0.0  0.0      0     0 ?        I<   18:12   0:01 [kworker/2:1H-i915_cleanup]
www-data    1140  0.0  0.1 222644 18972 ?        S    18:12   0:00 /usr/sbin/apache2 -k start
www-data    1141  0.0  0.1 222644 18976 ?        S    18:12   0:00 /usr/sbin/apache2 -k start
www-data    1142  0.0  0.1 222644 18980 ?        S    18:12   0:00 /usr/sbin/apache2 -k start
www-data    1143  0.0  0.1 222644 18952 ?        S    18:12   0:00 /usr/sbin/apache2 -k start
www-data    1144  0.0  0.1 222644 18932 ?        S    18:12   0:00 /usr/sbin/apache2 -k start
rtkit       1171  0.0  0.0  88484  3472 ?        SNsl 18:12   0:00 /usr/libexec/rtkit-daemon
root        1206  0.0  0.0      0     0 ?        S<   18:12   0:00 [krfcommd]
postgres    1226  0.0  0.0 225476 10232 ?        Ss   18:12   0:00 postgres: 16/main: walwriter 
postgres    1227  0.0  0.0 227084  8772 ?        Ss   18:12   0:00 postgres: 16/main: autovacuum launcher 
postgres    1228  0.0  0.0 227060  8080 ?        Ss   18:12   0:00 postgres: 16/main: logical replication launcher 
colord      1263  0.0  0.0 320196 14756 ?        Ssl  18:12   0:00 /usr/libexec/colord
root        1464  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/1:1H-i915_cleanup]
root        1637  0.0  0.0 390056 12052 ?        Sl   18:12   0:00 gdm-session-worker [pam/gdm-password]
cups-br+    1675  0.0  0.1 432356 21288 ?        Ssl  18:12   0:00 /usr/sbin/cups-browsed
root        1676  0.0  0.5 3724396 88276 ?       Ssl  18:12   0:02 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1677  0.0  0.0      0     0 ?        I    18:12   0:03 [kworker/4:3-mm_percpu_wq]
mongodb     1679  0.4  1.0 592336 165168 ?       Ssl  18:12   1:18 /usr/bin/mongod --config /etc/mongod.conf
ollama      1681  0.0  0.2 2087420 34884 ?       Ssl  18:12   0:00 /usr/local/bin/ollama serve
kernoops    1683  0.0  0.0  12752  2436 ?        Ss   18:12   0:00 /usr/sbin/kerneloops --test
kernoops    1691  0.0  0.0  12752  2436 ?        Ss   18:12   0:00 /usr/sbin/kerneloops
mysql       1730  0.5  2.4 2337480 395260 ?      Ssl  18:12   1:34 /usr/sbin/mysqld
root        2098  0.0  0.0 313644  8224 ?        Ssl  18:12   0:01 /usr/libexec/power-profiles-daemon
somyaji+    2120  0.0  0.0  21084 12652 ?        Ss   18:12   0:01 /usr/lib/systemd/systemd --user
somyaji+    2124  0.0  0.0  21480  3672 ?        S    18:12   0:00 (sd-pam)
somyaji+    2135  0.0  0.1 118196 16700 ?        Ssl  18:12   0:00 /usr/bin/pipewire
somyaji+    2136  0.0  0.0  97744  6040 ?        Ssl  18:12   0:00 /usr/bin/pipewire -c filter-chain.conf
somyaji+    2137  0.4  0.1 408296 20284 ?        SLsl 18:12   1:21 /usr/bin/wireplumber
somyaji+    2140  0.3  0.1 126280 27740 ?        SLsl 18:12   1:06 /usr/bin/pipewire-pulse
root        2141  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/11:1H-i915_cleanup]
somyaji+    2143  0.0  0.0 316652 10684 ?        SLsl 18:12   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
somyaji+    2148  0.0  0.0  10996  6696 ?        Ss   18:12   0:02 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
somyaji+    2181  0.0  0.0 235676  6300 tty2     Ssl+ 18:12   0:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
somyaji+    2187  0.0  0.1 298244 16556 tty2     Sl+  18:12   0:00 /usr/libexec/gnome-session-binary --session=ubuntu
somyaji+    2245  0.0  0.0 162660  7224 ?        Ssl  18:12   0:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
somyaji+    2249  0.0  0.0  91556  5740 ?        Ssl  18:12   0:00 /usr/libexec/gnome-session-ctl --monitor
somyaji+    2264  0.0  0.0 314268  8308 ?        Ssl  18:12   0:00 /usr/libexec/gvfsd
somyaji+    2271  0.0  0.0 459716  7256 ?        Sl   18:12   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
somyaji+    2274  0.0  0.1 594432 18716 ?        Ssl  18:12   0:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
somyaji+    2287  0.0  0.0 309444  6292 ?        Ssl  18:12   0:00 /usr/libexec/xdg-permission-store
somyaji+    2309  0.0  0.0 383016  8128 ?        Sl   18:12   0:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
somyaji+    2310  3.7  2.0 5010052 331700 ?      Rsl  18:12  10:37 /usr/bin/gnome-shell
somyaji+    2323  0.0  0.0   9624  5304 ?        S    18:12   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
somyaji+    2410  0.0  0.0 236076  7760 ?        Sl   18:12   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
somyaji+    2429  0.0  0.1 654812 17732 ?        Sl   18:12   0:00 /usr/libexec/gnome-shell-calendar-server
somyaji+    2431  0.0  0.0 230468  6428 ?        Ssl  18:12   0:00 /usr/libexec/dconf-service
somyaji+    2438  0.0  0.2 1279312 43308 ?       Ssl  18:12   0:00 /usr/libexec/evolution-source-registry
somyaji+    2449  0.0  0.1 2859232 27212 ?       Sl   18:12   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
somyaji+    2460  0.0  0.0 388844 12556 ?        Ssl  18:12   0:11 /usr/bin/ibus-daemon --panel disable
somyaji+    2461  0.0  0.0 383596  6880 ?        Ssl  18:12   0:00 /usr/libexec/gsd-a11y-settings
somyaji+    2464  0.0  0.1 413004 20784 ?        Ssl  18:12   0:00 /usr/libexec/gsd-color
somyaji+    2471  0.0  0.0 431748 12204 ?        Ssl  18:12   0:00 /usr/libexec/gsd-datetime
somyaji+    2472  0.0  0.0 459092  8236 ?        Ssl  18:12   0:00 /usr/libexec/gsd-housekeeping
somyaji+    2475  0.0  0.1 411860 19948 ?        Ssl  18:12   0:00 /usr/libexec/gsd-keyboard
somyaji+    2478  0.0  0.1 594244 26132 ?        Ssl  18:12   0:01 /usr/libexec/gsd-media-keys
somyaji+    2482  0.0  0.1 593008 26540 ?        Ssl  18:12   0:01 /usr/libexec/gsd-power
somyaji+    2484  0.0  0.0 323772 11836 ?        Ssl  18:12   0:00 /usr/libexec/gsd-print-notifications
somyaji+    2485  0.0  0.0 531092  6888 ?        Ssl  18:12   0:00 /usr/libexec/gsd-rfkill
somyaji+    2495  0.0  0.0 309568  6528 ?        Ssl  18:12   0:00 /usr/libexec/gsd-screensaver-proxy
somyaji+    2500  0.0  0.0 543400 12488 ?        Ssl  18:12   0:01 /usr/libexec/gsd-sharing
somyaji+    2504  0.0  0.0 385896  8412 ?        Ssl  18:12   0:00 /usr/libexec/gsd-smartcard
somyaji+    2507  0.0  0.0 393716  9840 ?        Ssl  18:12   0:00 /usr/libexec/gsd-sound
somyaji+    2509  0.0  0.1 412836 20648 ?        Ssl  18:12   0:00 /usr/libexec/gsd-wacom
somyaji+    2525  0.0  0.3 904124 60284 ?        Sl   18:12   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
somyaji+    2534  0.0  0.0 305500  7372 ?        Sl   18:12   0:00 /usr/libexec/gsd-disk-utility-notify
somyaji+    2623  0.0  0.0 389264 10528 ?        Ssl  18:12   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
somyaji+    2632  0.0  0.0 236652  7280 ?        Sl   18:12   0:00 /usr/libexec/ibus-memconf
somyaji+    2633  0.0  0.1 421484 30012 ?        Sl   18:12   0:03 /usr/libexec/ibus-extension-gtk3
somyaji+    2640  0.0  0.0 310432  7316 ?        Sl   18:12   0:00 /usr/libexec/ibus-portal
somyaji+    2646  0.0  0.0 416248 15464 ?        Sl   18:12   0:00 /usr/libexec/gsd-printer
somyaji+    2668  0.0  0.0 389388  8376 ?        Ssl  18:12   0:00 /usr/libexec/gvfs-afc-volume-monitor
somyaji+    2684  0.0  0.1 546756 24636 ?        Sl   18:12   0:00 /usr/libexec/goa-daemon
somyaji+    2686  0.0  0.0 309800  6776 ?        Ssl  18:12   0:00 /usr/libexec/gvfs-mtp-volume-monitor
somyaji+    2694  0.0  0.0 310768  7228 ?        Ssl  18:12   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
somyaji+    2699  0.0  0.0 389128  9508 ?        Sl   18:12   0:00 /usr/libexec/goa-identity-service
somyaji+    2707  0.0  0.1 1431624 24952 ?       Ssl  18:12   0:00 /usr/libexec/evolution-calendar-factory
somyaji+    2712  0.0  0.0 309780  6720 ?        Ssl  18:12   0:00 /usr/libexec/gvfs-goa-volume-monitor
somyaji+    2732  0.0  0.1 825528 30572 ?        Ssl  18:12   0:00 /usr/libexec/evolution-addressbook-factory
somyaji+    2742  0.0  0.0 236776  7528 ?        Sl   18:12   0:03 /usr/libexec/ibus-engine-simple
somyaji+    2777  0.0  0.0 535716 12104 ?        Sl   18:12   0:00 /usr/libexec/gvfsd-trash --spawner :1.17 /org/gtk/gvfs/exec_spaw/0
somyaji+    2811  0.0  0.1 819552 31296 ?        SNsl 18:12   0:02 /usr/libexec/tracker-miner-fs-3
somyaji+    2821  0.0  0.1 2924760 27264 ?       Sl   18:12   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
somyaji+    2837  0.0  0.0 701808 15332 ?        Ssl  18:12   0:00 /usr/libexec/xdg-desktop-portal
somyaji+    2842  0.0  0.0 610300  7620 ?        Ssl  18:12   0:00 /usr/libexec/xdg-document-portal
root        2848  0.0  0.0   2712  2048 ?        Ss   18:12   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
somyaji+    2851  0.0  0.2 909284 42704 ?        Ssl  18:12   0:00 /usr/libexec/xdg-desktop-portal-gnome
